Project Name,Package Name,Type Name,Design Smell,Cause of the Smell
commons-validator,org.apache.commons.validator.routines.checkdigit,ABANumberCheckDigitTest,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
commons-validator,org.apache.commons.validator.routines.checkdigit,AbstractCheckDigitTest,Wide Hierarchy,The tool detected the smell in this class because the number of children for the class is large. This class has following sub-classes: ABANumberCheckDigitTest; CASNumberCheckDigitTest; CUSIPCheckDigitTest; EAN13CheckDigitTest; ECNumberCheckDigitTest; IBANCheckDigitTest; ISBN10CheckDigitTest; ISBNCheckDigitTest; ISINCheckDigitTest; ISSNCheckDigitTest; LuhnCheckDigitTest; ModulusTenABACheckDigitTest; ModulusTenCUSIPCheckDigitTest; ModulusTenEAN13CheckDigitTest; ModulusTenLuhnCheckDigitTest; ModulusTenSedolCheckDigitTest; SedolCheckDigitTest; VerhoeffCheckDigitTest
commons-validator,org.apache.commons.validator.routines.checkdigit,CASNumberCheckDigitTest,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
commons-validator,org.apache.commons.validator.routines.checkdigit,CUSIPCheckDigitTest,Broken Hierarchy,The tool detected a potential instance of the smell because this type does not implement or override any method from it's supertype(s): AbstractCheckDigitTest
commons-validator,org.apache.commons.validator.routines.checkdigit,EAN13CheckDigitTest,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
commons-validator,org.apache.commons.validator.routines.checkdigit,ECNumberCheckDigitTest,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
commons-validator,org.apache.commons.validator.routines.checkdigit,ISBN10CheckDigitTest,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
commons-validator,org.apache.commons.validator.routines.checkdigit,ISBNCheckDigitTest,Broken Hierarchy,The tool detected a potential instance of the smell because this type does not implement or override any method from it's supertype(s): AbstractCheckDigitTest
commons-validator,org.apache.commons.validator.routines.checkdigit,ISINCheckDigitTest,Broken Hierarchy,The tool detected a potential instance of the smell because this type does not implement or override any method from it's supertype(s): AbstractCheckDigitTest
commons-validator,org.apache.commons.validator.routines.checkdigit,ISSNCheckDigitTest,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
commons-validator,org.apache.commons.validator.routines.checkdigit,LuhnCheckDigitTest,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
commons-validator,org.apache.commons.validator.routines.checkdigit,ModulusTenABACheckDigitTest,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
commons-validator,org.apache.commons.validator.routines.checkdigit,ModulusTenCUSIPCheckDigitTest,Broken Hierarchy,The tool detected a potential instance of the smell because this type does not implement or override any method from it's supertype(s): AbstractCheckDigitTest
commons-validator,org.apache.commons.validator.routines.checkdigit,ModulusTenEAN13CheckDigitTest,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
commons-validator,org.apache.commons.validator.routines.checkdigit,ModulusTenLuhnCheckDigitTest,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
commons-validator,org.apache.commons.validator.routines.checkdigit,ModulusTenSedolCheckDigitTest,Broken Hierarchy,The tool detected a potential instance of the smell because this type does not implement or override any method from it's supertype(s): AbstractCheckDigitTest
commons-validator,org.apache.commons.validator.routines.checkdigit,SedolCheckDigitTest,Broken Hierarchy,The tool detected a potential instance of the smell because this type does not implement or override any method from it's supertype(s): AbstractCheckDigitTest
commons-validator,org.apache.commons.validator.util,ValidatorUtils,Missing Hierarchy,The tool detected the smell because a set of type checks are performed to explicitly manage variation in behavior where a hierarchy could have been formed consisting of these participating types. The participating types that were checked are: Msg; Arg; Var in method copyFastHashMap
commons-validator,org.apache.commons.validator.custom,CustomValidatorResources,Unutilized Abstraction,The tool detected the smell in this class because this class is potentially unused. (Please ignore the smell if the reported class is auto-generated and/or used to serve a specific known purpose.)
commons-validator,org.apache.commons.validator.custom,CustomValidatorResources,Broken Hierarchy,The tool detected a potential instance of the smell because this type does not implement or override any method from it's supertype(s): ValidatorResources
